开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,上课时间,掉课率
艺教中心,10780152,90,京昆名剧赏析,2,付桂生,24,0,0,1-3(全周),40.83514547006328
美术学院,10800163,90,艺术的启示,3,李睦,40,0,0,"5-4(后八周),5-3(后八…",34.52226455063824
美术学院,10800222,0,阅读与写作,2,刘平,290,49,0,"3-4(后八周),3-3(后八周)",13.970690806273277
卫健学院,10960012,90,公共卫生与健康,2,黄存瑞,100,8,0,4-6(全周),13.161681662481701
教研院,11030023,90,教育社会学导论,3,罗燕,25,1,0,5-2(全周),13.122102145312041
教研院,11030032,0,工程伦理,2,唐潇风,17,6,0,5-3(全周),11.898225131664208
训练中心,11510013,90,制造工程实践,3,李双寿,20,12,0,"5-2(全周),5-1(全周)",16.8178728319125
训练中心,11510052,90,工业生产概论,2,汤彬,20,3,0,3-6(1-13周),18.76428170368721
训练中心,11510062,90,人工智能产业导引,2,李双寿,45,18,5,2-6(全周),12.838312413051856
临床医学院,14000032,90,医学与人类文明的进步,2,董家鸿,30,0,0,3-4(全周),45.76982298176914
临床医学院,14000042,90,神奇的大脑,2,张玉琪,100,13,0,4-6(全周),17.58747328575274
临床医学院,14000052,90,医学心理学与健康生活,2,刘破资,30,0,0,2-6(全周),34.45298438164094
临床医学院,14000062,90,认识和感悟中医药,2,冯兴中,60,0,0,3-4(全周),48.78594776069991
语言中心,14201082,100,英语阅读写作（A）,2,杨莉,35,13,0,2-2(全周),17.227993601774106
语言中心,14201082,101,英语阅读写作（A）,2,杨莉,35,0,0,4-1(全周),36.56676580947557
语言中心,14201082,102,英语阅读写作（A）,2,付林,35,0,0,2-1(全周),32.55677275919041
语言中心,14201082,103,英语阅读写作（A）,2,付林,35,12,0,2-2(全周),16.11058705467676
语言中心,14201082,104,英语阅读写作（A）,2,张之俊,35,27,0,3-2(全周),13.438363719625123
语言中心,14201082,105,英语阅读写作（A）,2,张之俊,35,20,0,3-3(全周),10.445898879767729
语言中心,14201082,106,英语阅读写作（A）,2,BURGESS…,35,0,0,4-1(全周),46.78689413947656
语言中心,14201082,107,英语阅读写作（A）,2,BURGESS…,35,17,0,2-2(全周),14.196121983663467
语言中心,14201082,92,英语阅读写作（A）,2,颜奕,35,0,0,4-2(全周),31.545396609278548
语言中心,14201082,93,英语阅读写作（A）,2,颜奕,35,0,0,4-1(全周),37.045418351886596
语言中心,14201082,94,英语阅读写作（A）,2,曹笃鑫,35,0,0,3-3(全周),42.18306592106992
语言中心,14201082,95,英语阅读写作（A）,2,曹笃鑫,35,0,0,3-4(全周),44.434567124634256
语言中心,14201082,96,英语阅读写作（A）,2,庞红梅,35,0,0,2-2(全周),49.22947336434972
语言中心,14201082,97,英语阅读写作（A）,2,庞红梅,35,5,0,3-2(全周),14.792910088146462
语言中心,14201082,98,英语阅读写作（A）,2,吴炜,35,0,0,2-1(全周),38.18588133524433
语言中心,14201082,99,英语阅读写作（A）,2,吴炜,35,0,0,2-2(全周),31.57100290306524
语言中心,14201092,100,英语听说交流（A）,2,张为民,35,0,0,2-2(全周),45.63820047727698
语言中心,14201092,101,英语听说交流（A）,2,张为民,35,0,0,2-4(全周),45.8750050892246
语言中心,14201092,102,英语听说交流（A）,2,吴炜,35,0,0,4-1(全周),36.282452499616554
语言中心,14201092,103,英语听说交流（A）,2,吴炜,35,0,0,4-2(全周),32.72627112733249
语言中心,14201092,104,英语听说交流（A）,2,张萍,35,0,0,2-2(全周),31.226537253579497
语言中心,14201092,105,英语听说交流（A）,2,张萍,35,1,0,4-1(全周),17.476582431628195
语言中心,14201092,106,英语听说交流（A）,2,张萍,35,9,0,4-2(全周),14.969314162157222
语言中心,14201092,107,英语听说交流（A）,2,张智鹏,35,4,0,2-1(全周),14.743726624024251
语言中心,14201092,108,英语听说交流（A）,2,张智鹏,35,18,0,2-2(全周),18.115959376480966
语言中心,14201092,91,英语听说交流（A）,2,张颖,35,2,0,4-1(全周),14.786626291073802
语言中心,14201092,93,英语听说交流（A）,2,JONES M…,35,0,0,4-1(全周),33.05655561851776
语言中心,14201092,94,英语听说交流（A）,2,JONES…,35,18,0,4-2(全周),16.653990019316858
语言中心,14201092,95,英语听说交流（A）,2,刘宁,35,0,0,3-3(全周),47.90808232034251
语言中心,14201092,96,英语听说交流（A）,2,吴萍,35,0,0,2-1(全周),32.74532249975134
语言中心,14201092,97,英语听说交流（A）,2,吴萍,35,0,0,2-2(全周),40.775490815354004
语言中心,14201092,98,英语听说交流（A）,2,黄清华,35,0,0,4-1(全周),31.509117826980855
语言中心,14201092,99,英语听说交流（A）,2,黄清华,35,7,0,4-2(全周),12.775534459466947
语言中心,14201102,100,英语阅读写作（B）,2,崔长青,35,2,0,2-1(全周),11.47437085550186
语言中心,14201102,101,英语阅读写作（B）,2,崔长青,35,1,0,2-2(全周),14.235038128560133
语言中心,14201102,102,英语阅读写作（B）,2,贾明舫,35,14,0,2-2(全周),15.768563160056832
语言中心,14201102,103,英语阅读写作（B）,2,贾明舫,35,12,0,2-1(全周),11.28031803105663
语言中心,14201102,104,英语阅读写作（B）,2,GRIMA JOHN…,35,0,0,4-1(全周),38.05764056708141
语言中心,14201102,105,英语阅读写作（B）,2,杨芳,35,0,0,4-1(全周),47.932260826000345
语言中心,14201102,106,英语阅读写作（B）,2,杨芳,35,1,0,4-2(全周),16.751099543917242
语言中心,14201102,107,英语阅读写作（B）,2,GRIMA JOHN…,35,0,0,3-2(全周),32.43953552776055
语言中心,14201102,108,英语阅读写作（B）,2,GRIMA J…,35,0,0,3-3(全周),32.75390082314445
语言中心,14201102,109,英语阅读写作（B）,2,赵英男,35,0,0,2-2(全周),45.26510593060193
语言中心,14201102,110,英语阅读写作（B）,2,赵英男,35,0,0,3-2(全周),49.63216167587645
语言中心,14201102,111,英语阅读写作（B）,2,赵英男,35,0,0,3-3(全周),45.14910515981736
语言中心,14201102,112,英语阅读写作（B）,2,赵英男,35,0,0,3-4(全周),34.64663450701485
语言中心,14201102,113,英语阅读写作（B）,2,周允程,35,0,0,3-4(全周),39.45085548469305
语言中心,14201102,114,英语阅读写作（B）,2,YUN CH…,35,0,0,4-1(全周),44.53928038129709
语言中心,14201102,115,英语阅读写作（B）,2,YUN CH…,35,22,0,4-2(全周),18.429518526745053
语言中心,14201102,116,英语阅读写作（B）,2,BERRA…,35,26,0,2-2(全周),15.088552067202494
语言中心,14201102,117,英语阅读写作（B）,2,BERRA…,35,10,0,3-3(全周),16.182549503037478
语言中心,14201102,118,英语阅读写作（B）,2,吴萍,35,0,0,4-1(全周),47.15919688760813
语言中心,14201102,119,英语阅读写作（B）,2,吴萍,35,15,0,4-2(全周),19.61226620434522
语言中心,14201102,91,英语阅读写作（B）,2,田园,35,0,0,2-1(全周),45.880593830777684
语言中心,14201102,92,英语阅读写作（B）,2,田园,35,1,0,2-2(全周),17.778901839337394
语言中心,14201102,93,英语阅读写作（B）,2,赵燚,35,0,0,4-1(全周),46.566428769942746
语言中心,14201102,94,英语阅读写作（B）,2,赵燚,35,1,0,4-2(全周),18.217005177958224
语言中心,14201102,95,英语阅读写作（B）,2,ROSE ADAM…,35,0,0,2-1(全周),32.31448684823267
语言中心,14201102,96,英语阅读写作（B）,2,ROSE ADAM…,35,0,0,4-1(全周),33.17723832696766
语言中心,14201102,98,英语阅读写作（B）,2,BERRA JOH…,35,16,0,2-3(全周),19.96473744361995
语言中心,14201102,99,英语阅读写作（B）,2,周允程,35,0,0,3-3(全周),40.12382803377981
语言中心,14201112,100,英语听说交流（B）,2,刘延,35,5,0,2-2(全周),16.605491699600705
语言中心,14201112,101,英语听说交流（B）,2,刘延,35,0,0,4-1(全周),43.97478293088283
语言中心,14201112,102,英语听说交流（B）,2,YUN CHRIST…,35,2,0,3-2(全周),17.1057936803929
语言中心,14201112,103,英语听说交流（B）,2,赵燚,35,0,0,3-2(全周),39.24127159069049
语言中心,14201112,104,英语听说交流（B）,2,GRIMA JOHN…,35,0,0,2-2(全周),42.96866410644142
语言中心,14201112,105,英语听说交流（B）,2,GRIMA J…,35,0,0,2-1(全周),30.834760856551597
语言中心,14201112,106,英语听说交流（B）,2,杨朝春,35,0,0,4-1(全周),48.181627258672805
语言中心,14201112,107,英语听说交流（B）,2,杨朝春,35,20,0,4-2(全周),13.58720883834781
语言中心,14201112,108,英语听说交流（B）,2,杨朝春,35,2,0,2-2(全周),12.504926710414306
语言中心,14201112,109,英语听说交流（B）,2,周允程,35,0,0,4-1(全周),41.56869560772521
语言中心,14201112,110,英语听说交流（B）,2,周允程,35,0,0,4-2(全周),35.07947162562821
语言中心,14201112,111,英语听说交流（B）,2,洪娜,35,0,0,2-1(全周),47.57505225313049
语言中心,14201112,112,英语听说交流（B）,2,洪娜,35,0,0,2-2(全周),48.85696614027424
语言中心,14201112,113,英语听说交流（B）,2,YUN CH…,35,1,0,2-1(全周),10.86220161967869
语言中心,14201112,114,英语听说交流（B）,2,YUN CH…,35,0,0,2-2(全周),38.555888024390654
语言中心,14201112,115,英语听说交流（B）,2,YUN CH…,35,0,0,1-1(全周),45.5897025380354
语言中心,14201112,116,英语听说交流（B）,2,GRIMA JOHN…,35,4,0,4-2(全周),14.983826755870197
语言中心,14201112,117,英语听说交流（B）,2,刘延,35,31,0,4-2(全周),17.450483210189624
语言中心,14201112,91,英语听说交流（B）,2,ROSE ADAM…,35,0,0,3-2(全周),39.13931003749549
语言中心,14201112,92,英语听说交流（B）,2,ROSE ADAM…,35,0,0,3-3(全周),38.92697198974588
语言中心,14201112,93,英语听说交流（B）,2,赵燚,35,0,0,2-2(全周),42.14180550955653
语言中心,14201112,94,英语听说交流（B）,2,李昕,35,1,0,2-1(全周),17.565267950859806
语言中心,14201112,95,英语听说交流（B）,2,李昕,35,0,0,2-2(全周),32.1905275472087
语言中心,14201112,96,英语听说交流（B）,2,GRIMA…,35,0,0,3-4(全周),49.88953089168601
语言中心,14201112,97,英语听说交流（B）,2,洪娜,35,0,0,4-1(全周),41.57220144500744
语言中心,14201112,98,英语听说交流（B）,2,洪娜,35,0,0,4-2(全周),42.26375864266494
语言中心,14201112,99,英语听说交流（B）,2,刘延,35,9,0,2-1(全周),10.936848142015737
语言中心,14201132,91,英语综合训练（C2）,2,彭雁,35,24,0,3-3(全周),14.510303449392273
语言中心,14201132,92,英语综合训练（C2）,2,彭雁,35,1,0,3-4(全周),16.054897920214685
语言中心,14201293,0,英语(2),3,彭雁,35,11,0,"5-2(全周),5-1(全周)",14.6843359665985
语言中心,14201313,0,英语(4),3,杨莉,35,10,0,"5-2(全周),2-1(全周)",16.200736356248875
语言中心,14201333,0,英语(6),3,庞红梅,35,11,0,"5-2(全周),2-1(全周)",16.3068693457922
语言中心,14202012,91,初级汉语阅读与写作(2),2,郭蓁,27,0,0,4-1(全周),38.56411752110795
语言中心,14202012,92,初级汉语阅读与写作(2),2,郭蓁,27,3,0,4-2(全周),15.47996165317072
语言中心,14202012,93,初级汉语阅读与写作(2),2,牟蕾,27,0,0,3-3(全周),36.60887636976189
语言中心,14202012,94,初级汉语阅读与写作(2),2,李水,27,0,0,2-1(全周),32.54253102456925
语言中心,14202012,95,初级汉语阅读与写作(2),2,李水,27,0,0,2-2(全周),46.981639966215546
语言中心,14202032,91,高级汉语阅读与写作(2),2,李琪,27,0,0,4-1(全周),36.3102947150134
语言中心,14202032,92,高级汉语阅读与写作(2),2,李琪,27,9,0,4-2(全周),12.761634460331273
语言中心,14202032,93,高级汉语阅读与写作(2),2,杜玲玲,27,19,0,2-2(全周),18.085585643511493
语言中心,14202032,94,高级汉语阅读与写作(2),2,杜玲玲,27,8,0,3-2(全周),12.255593766861683
语言中心,14202042,91,中国概况,2,郭蓁,30,0,0,3-2(全周),31.210129078007746
语言中心,14202042,92,中国概况,2,杜玲玲,30,13,0,4-2(全周),11.056767844469537
语言中心,14202042,93,中国概况,2,程伟民,30,0,0,3-3(全周),44.8930934057087
语言中心,14202042,94,中国概况,2,程伟民,30,4,0,4-1(全周),18.327057807440426
语言中心,14202042,95,中国概况,2,牟蕾,30,0,0,2-1(全周),36.351844246813
语言中心,14202042,96,中国概况,2,牟蕾,30,7,0,2-2(全周),13.161238655604874
语言中心,14202042,97,中国概况,2,李水,30,0,0,1-2(全周),34.84102477781712
语言中心,14203012,91,跨文化交流,2,FRANK…,35,0,0,3-1(全周),45.69028039210794
语言中心,14203012,92,跨文化交流,2,FRANK…,35,3,0,3-2(全周),19.964658950710046
语言中心,14203022,91,影视欣赏,2,刘宁,35,0,0,2-3(全周),36.250326763990174
语言中心,14203022,92,影视欣赏,2,刘宁,35,0,0,3-4(全周),39.298729047344466
语言中心,14203022,93,影视欣赏,2,刘宁,35,0,0,2-4(全周),48.35916326393904
语言中心,14203052,91,英国文学选读,2,BERRA…,35,5,0,2-1(全周),19.375388911795845
语言中心,14203052,92,英国文学选读,2,BERRA…,35,1,0,2-4(全周),10.15861254384382
语言中心,14203052,93,英国文学选读,2,杨朝春,35,0,0,2-1(全周),49.72527046996875
语言中心,14203062,90,美国社会与文化,2,JONES MATTH…,35,0,0,2-1(全周),45.73768099186808
语言中心,14203112,91,美术英语(2),2,沈一鸣,35,2,0,2-2(全周),19.515425181887675
语言中心,14203112,92,美术英语(2),2,沈一鸣,35,7,0,2-1(全周),12.092186406331503
语言中心,14203112,93,美术英语(2),2,沈一鸣,35,17,0,1-1(全周),19.546018621757604
语言中心,14203112,94,美术英语(2),2,沈一鸣,35,4,0,1-2(全周),17.322740815981867
语言中心,14203112,95,美术英语(2),2,沈一鸣,35,18,0,3-1(全周),18.49563003902267
语言中心,14203112,96,美术英语(2),2,沈一鸣,35,3,0,3-2(全周),18.14082575711665
语言中心,14203152,90,美国文学与社会,2,张萍,35,0,0,3-2(全周),42.2807540153306
语言中心,14203172,91,无法解释的科学,2,PATEL KAMLES…,35,2,0,2-1(全周),12.639435697992738
语言中心,14203172,92,无法解释的科学,2,PATEL K…,35,6,0,2-2(全周),11.996585600567096
语言中心,14203502,91,西方文化基础,2,BURGESS…,35,0,0,5-1(全周),43.43841679527614
语言中心,14203502,92,西方文化基础,2,XU VICKI,35,0,0,3-3(全周),48.22593919081006
语言中心,14203502,93,西方文化基础,2,BURGESS…,35,0,0,4-2(全周),48.45657444231799
语言中心,14203562,91,走近公众演说,2,柏晓静,35,2,0,3-2(全周),14.77162061617945
语言中心,14203562,92,走近公众演说,2,柏晓静,35,4,0,3-3(全周),18.539435382359134
语言中心,14203562,93,走近公众演说,2,柏晓静,35,7,0,4-2(全周),15.852491382126157
语言中心,14203562,94,走近公众演说,2,柏晓静,35,7,0,4-1(全周),11.994940980695956
语言中心,14203572,91,少数族裔视野中的美国,2,黄清华,35,0,0,2-1(全周),32.72895665899175
语言中心,14203572,92,少数族裔视野中的美国,2,黄清华,35,0,0,2-2(全周),39.50509082931943
语言中心,14203582,91,英国社会与文化,2,ROSE AD…,35,0,0,2-2(全周),39.09993955234437
语言中心,14203582,92,英国社会与文化,2,ROSE ADAM P…,35,0,0,2-3(全周),34.34187077535568
语言中心,14203582,93,英国社会与文化,2,ROSE ADAM P…,35,8,0,4-2(全周),12.496006421082548
语言中心,14203592,91,英语报刊选读,2,张智鹏,35,0,0,3-2(全周),37.671616162578296
语言中心,14203592,92,英语报刊选读,2,张智鹏,35,0,0,3-3(全周),40.69593219624165
语言中心,14204002,91,英语进阶读写,2,庞红梅,35,0,0,3-3(全周),49.39792676120646
语言中心,14204002,92,英语进阶读写,2,庞红梅,35,0,0,3-4(全周),34.99599028023943
语言中心,14204002,93,英语进阶读写,2,杨莉,35,0,0,5-1(全周),43.440466842154535
语言中心,14204012,91,英语高级听力,2,YUN CHRISTINA,35,0,0,3-3(全周),31.787994153222474
语言中心,14204012,92,英语高级听力,2,PATEL KAMLES…,35,0,0,3-2(全周),43.31124256242916
语言中心,14204012,93,英语高级听力,2,PATEL K…,35,0,0,3-3(全周),39.985078731200595
语言中心,14204062,91,英汉互译实践与技巧,2,FRANK…,35,0,0,2-1(全周),46.09794382609427
语言中心,14204062,92,英汉互译实践与技巧,2,FRANK…,35,1,0,2-2(全周),14.76753151190114
语言中心,14204062,93,英汉互译实践与技巧,2,FRANK…,35,0,0,2-3(全周),30.536602594116967
语言中心,14204112,91,快乐英语写作,2,张文霞,35,0,0,3-3(全周),33.62709070053788
语言中心,14204112,92,快乐英语写作,2,贾明舫,35,0,0,3-3(全周),31.896727757530712
语言中心,14204112,93,快乐英语写作,2,贾明舫,35,0,0,3-4(全周),43.7198219347686
语言中心,14204132,90,日本动画片视听,2,KUSAKABE…,25,14,5,2-2(全周),17.383781293655552
语言中心,14204182,90,生活日语听说,2,冯海鹰,20,9,5,2-3(全周),15.352904593319346
语言中心,14204192,91,科技英语（高级）,2,王英,35,19,0,2-3(全周),11.230768234918331
语言中心,14204192,92,科技英语（高级）,2,王英,35,22,0,2-4(全周),14.148247263507134
语言中心,14204192,93,科技英语（高级）,2,王英,35,14,0,3-3(全周),10.676991750137045
语言中心,14204192,94,科技英语（高级）,2,王英,35,13,0,3-4(全周),10.70287072488123
语言中心,14204192,95,科技英语（高级）,2,王英,35,19,0,5-3(全周),15.471939538668815
语言中心,14204192,96,科技英语（高级）,2,王英,35,19,0,5-4(全周),19.698198238485105
语言中心,14204232,91,英语散文创意写作,2,XU VICKI,35,0,0,2-4(全周),35.307694862753834
语言中心,14204232,92,英语散文创意写作,2,XU VICKI,35,0,0,2-3(全周),42.483403279019655
语言中心,14204242,91,英语口译入门,2,张颖,30,3,0,2-1(全周),18.76458757103168
语言中心,14204242,92,英语口译入门,2,张颖,30,10,0,2-4(全周),16.68405131953904
语言中心,14204242,93,英语口译入门,2,张颖,30,18,0,2-3(全周),10.390798533525038
语言中心,14205004,91,意大利语（第二外国语）（1）,4,马晓路,29,0,1,"3-2(全周),1-2(全周)",37.74340317962384
语言中心,14205004,92,意大利语（第二外国语）（1）,4,马晓路,30,0,0,"3-3(全周),1-3(全周)",46.12449989194896
